0.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e+00
1.0000000000000001e-01	9.0483741805555562e-01	9.0483741803595952e-01
2.0000000000000001e-01	8.1873075301587306e-01	8.1873075307798182e-01
3.0000000000000004e-01	7.4081822073437487e-01	7.4081822068171788e-01
4.0000000000000002e-01	6.7032004600775996e-01	6.7032004603563933e-01
5.0000000000000000e-01	6.0653065945526063e-01	6.0653065971263342e-01
5.9999999999999998e-01	5.4881163618057138e-01	5.4881163609402639e-01
6.9999999999999996e-01	4.9658530376399507e-01	4.9658530379140953e-01
7.9999999999999993e-01	4.4932896398210737e-01	4.4932896411722162e-01
8.9999999999999991e-01	4.0656965977894405e-01	4.0656965974059917e-01
9.9999999999999989e-01	3.6787944132128170e-01	3.6787944117144239e-01
1.0999999999999999e+00	3.3287108365750767e-01	3.3287108369807961e-01
1.2000000000000000e+00	3.0119421177588396e-01	3.0119421191220214e-01
1.3000000000000000e+00	2.7253179307020164e-01	2.7253179303401259e-01
1.4000000000000001e+00	2.4659696405095768e-01	2.4659696394160643e-01
1.5000000000000002e+00	2.2313016011959236e-01	2.2313016014842979e-01
1.6000000000000003e+00	2.0189651791410745e-01	2.0189651799465536e-01
1.7000000000000004e+00	1.8268352407397664e-01	1.8268352405273458e-01
1.8000000000000005e+00	1.6529888827743072e-01	1.6529888822158645e-01
1.9000000000000006e+00	1.4956861936193461e-01	1.4956861922263498e-01
2.0000000000000004e+00	1.3533528319958443e-01	1.3533528323661262e-01
2.1000000000000005e+00	1.2245642816429510e-01	1.2245642825298185e-01
2.2000000000000006e+00	1.1080315838606965e-01	1.1080315836233381e-01
2.3000000000000007e+00	1.0025884377778767e-01	1.0025884372280366e-01
2.4000000000000008e+00	9.0717953274590868e-02	9.0717953289412429e-02
2.5000000000000009e+00	8.2084998590510147e-02	8.2084998623898717e-02
2.6000000000000010e+00	7.4273578141488078e-02	7.4273578214333807e-02
2.7000000000000011e+00	6.7205512759692734e-02	6.7205512739749687e-02
2.8000000000000012e+00	6.0810062667846249e-02	6.0810062625217896e-02
2.9000000000000012e+00	5.5023220044652897e-02	5.5023220056407161e-02
3.0000000000000013e+00	4.9787068343180425e-02	4.9787068367863875e-02
3.1000000000000014e+00	4.5049202342973153e-02	4.5049202393557745e-02
3.2000000000000015e+00	4.0762203992535585e-02	4.0762203978366156e-02
3.3000000000000016e+00	3.6883167429889722e-02	3.6883167401239945e-02
3.4000000000000017e+00	3.3373269952250387e-02	3.3373269960326024e-02
3.5000000000000018e+00	3.0197383406183508e-02	3.0197383422318449e-02
3.6000000000000019e+00	2.7323722415680322e-02	2.7323722447292510e-02
3.7000000000000020e+00	2.4723526479383848e-02	2.4723526470339343e-02
3.8000000000000020e+00	2.2370771873722241e-02	2.2370771856165549e-02
3.9000000000000021e+00	2.0241911440755985e-02	2.0241911445804346e-02
4.0000000000000018e+00	1.8315638879014048e-02	1.8315638888734147e-02
4.1000000000000014e+00	1.6572675383350950e-02	1.6572675401761224e-02
4.2000000000000011e+00	1.4995576825844948e-02	1.4995576820477691e-02
4.3000000000000007e+00	1.3568559022302858e-02	1.3568559012200922e-02
4.4000000000000004e+00	1.2277339900109830e-02	1.2277339903068436e-02
4.5000000000000000e+00	1.1108996532711106e-02	1.1108996538242306e-02
4.5999999999999996e+00	1.0051835734429504e-02	1.0051835744633586e-02
4.6999999999999993e+00	9.0952771047201654e-03	9.0952771016958242e-03
4.7999999999999989e+00	8.2297470545762887e-03	8.2297470490200371e-03
4.8999999999999986e+00	7.4465830809985253e-03	7.4465830709243511e-03
4.9999999999999982e+00	6.7379469960642500e-03	6.7379469990854791e-03
5.0999999999999979e+00	6.0967465600589412e-03	6.0967465655156492e-03
5.1999999999999975e+00	5.5165644224055782e-03	5.5165644207607863e-03
5.2999999999999972e+00	4.9915939098621040e-03	4.9915939069102300e-03
5.3999999999999968e+00	4.5165809478763244e-03	4.5165809426126824e-03
5.4999999999999964e+00	4.0867714368662848e-03	4.0867714384640813e-03
5.5999999999999961e+00	3.6978637136352186e-03	3.6978637164829455e-03
5.6999999999999957e+00	3.3459654524819098e-03	3.3459654574712872e-03
5.7999999999999954e+00	3.0275547469016863e-03	3.0275547453758288e-03
5.8999999999999950e+00	2.7394448214550222e-03	2.7394448187683827e-03
5.9999999999999947e+00	2.4787521758440024e-03	2.4787521766663715e-03
6.0999999999999943e+00	2.2428677180325752e-03	2.2428677194858151e-03
6.1999999999999940e+00	2.0294306337849208e-03	2.0294306362957466e-03
6.2999999999999936e+00	1.8363047778096979e-03	1.8363047770289186e-03
6.3999999999999932e+00	1.6615572745166652e-03	1.6615572731739456e-03
6.4999999999999929e+00	1.5034391952979567e-03	1.5034391929775832e-03
6.5999999999999925e+00	1.3603680368260869e-03	1.3603680375479036e-03
6.6999999999999922e+00	1.2309119014178268e-03	1.2309119026734908e-03
6.7999999999999918e+00	1.1137751482301168e-03	1.1137751478448121e-03
6.8999999999999915e+00	1.0077854297256110e-03	1.0077854290485193e-03
6.9999999999999911e+00	9.1188196670191819e-04	9.1188196555452427e-04
7.0999999999999908e+00	8.2510492291001968e-04	8.2510492326591186e-04
7.1999999999999904e+00	7.4658580779101921e-04	7.4658580837668658e-04
7.2999999999999901e+00	6.7553877417220350e-04	6.7553877519385100e-04
7.3999999999999897e+00	6.1125276144981407e-04	6.1125276112957881e-04
7.4999999999999893e+00	5.5308437070607447e-04	5.5308437014783948e-04
7.5999999999999890e+00	5.0045143329906043e-04	5.0045143344061625e-04
7.6999999999999886e+00	4.5282718258797484e-04	4.5282718288680221e-04
7.7999999999999883e+00	4.0973497852558405e-04	4.0973497897979152e-04
7.8999999999999879e+00	3.7074354058970162e-04	3.7074354045909283e-04
7.9999999999999876e+00	3.3546262819247343e-04	3.3546262790251603e-04
8.0999999999999872e+00	3.0353913853803621e-04	3.0353913807887052e-04
8.1999999999999869e+00	2.7465356989209643e-04	2.7465356997214595e-04
8.2999999999999865e+00	2.4851682689722794e-04	2.4851682710795537e-04
8.3999999999999861e+00	2.2486732424788325e-04	2.2486732417885139e-04
8.4999999999999858e+00	2.0346836912292409e-04	2.0346836901064707e-04
8.5999999999999854e+00	1.8410579396679501e-04	1.8410579366758180e-04
8.6999999999999851e+00	1.6658581096660099e-04	1.6658581098763590e-04
8.7999999999999847e+00	1.5073307496483491e-04	1.5073307509547892e-04
8.8999999999999844e+00	1.3638892621419465e-04	1.3638892648201357e-04
8.9999999999999840e+00	1.2340980420910003e-04	1.2340980408668151e-04
9.0999999999999837e+00	1.1166580871071887e-04	1.1166580849011657e-04
9.1999999999999833e+00	1.0103940205614088e-04	1.0103940183709503e-04
9.2999999999999829e+00	9.1424231382566398e-05	9.1424231478174896e-05
9.3999999999999826e+00	8.2724065565352060e-05	8.2724065556633706e-05
9.4999999999999822e+00	7.4851829787819530e-05	7.4851829887701926e-05
9.5999999999999819e+00	6.7728736613005780e-05	6.7728736490855104e-05
9.6999999999999815e+00	6.1283495232539848e-05	6.1283495053223231e-05
9.7999999999999812e+00	5.5451599026857985e-05	5.5451599432178023e-05
9.8999999999999808e+00	5.0174682413555553e-05	5.0174682056176265e-05
9.9999999999999805e+00	4.5399929472405275e-05	4.5399929762485742e-05
1.0099999999999980e+01	4.1079554909986055e-05	4.1079555225301524e-05
