10	4.6975415083246313e-15	3.9146179236038595e-16
11	5.4425396870889821e-15	3.8875283479207016e-16
12	6.3772046813031512e-15	5.7974588011846833e-16
13	8.4609810904732545e-15	7.6918009913393218e-16
14	8.4250389693906037e-15	7.6591263358096404e-16
15	4.9600353798462842e-15	7.6308236613019750e-16
16	1.9015176683377610e-15	7.6060706733510429e-16
17	1.8960597731178173e-15	7.5842390924712682e-16
18	5.1062674240634625e-15	5.6736304711816258e-16
19	2.2642470155986025e-15	7.5474900519953415e-16
20	4.1425336543936153e-15	7.5318793716247550e-16
21	7.5177594005582976e-15	7.5177594005582966e-16
22	9.9440274318852707e-15	9.3811579546087474e-16
23	6.7438908039467909e-15	1.1239818006577984e-15
24	6.3601047441556617e-15	1.1223714254392345e-15
25	5.2308208245071007e-15	1.1208901766800930e-15
26	1.0262295298055846e-14	9.3293593618689514e-16
27	7.8278028576021731e-15	1.1182575510860246e-15
28	4.4683302597621392e-15	1.1170825649405348e-15
29	2.7899719394798605e-15	9.2999064649328691e-16
30	5.5748402430660921e-15	7.4331203240881229e-16
31	6.8697486828158393e-15	9.2834441659673514e-16
32	6.6787099990494676e-15	7.4207888878327418e-16
33	6.1175273732120486e-15	9.2689808685031041e-16
34	5.5574330521173306e-16	9.2623884201955516e-16
35	2.2214815978100425e-15	1.1107407989050213e-15
36	1.1470377064015443e-14	1.4800486534213474e-15
37	1.0723913030849289e-14	1.4791604180481779e-15
38	3.8805873898749189e-15	1.2935291299583064e-15
39	4.2478723261838283e-15	1.2928307079689912e-15
40	3.8765017788860719e-15	1.6613579052368879e-15
41	1.1808331174592623e-14	1.8450517460300973e-15
42	8.8521276166748221e-15	1.8441932534739213e-15
43	1.0507236057837833e-14	1.6590372722901842e-15
44	1.9162972364489359e-14	1.8425934965855154e-15
45	1.4734776122009405e-15	1.8418470152511756e-15
46	5.3392857942759172e-15	1.6570197292580433e-15
47	5.5213484140591271e-15	1.8404494713530422e-15
48	1.4718355424575211e-15	1.8397944280719015e-15
49	1.0115413849994078e-14	1.6552495390899400e-15
50	2.5556026293014330e-14	1.6547067383966114e-15
51	4.1906026321478878e-14	1.8379836105911788e-15
52	2.2784088483554958e-14	1.8374264906092706e-15
53	1.1021342510017011e-14	1.8368904183361682e-15
54	1.5058268629839163e-14	1.4690993785208939e-15
55	8.2614456884743676e-15	1.6522891376948735e-15
56	2.1657686960975631e-14	1.8353972000826808e-15
57	1.9266811487998645e-14	1.6514409846855982e-15
58	2.4398685470973644e-14	1.6510388664568631e-15
59	2.2925699911048967e-14	1.6506503935955255e-15
60	2.9521584020679063e-14	1.6502748831435500e-15
61	2.0165587407421585e-14	1.8332352188565077e-15
62	2.9692084286821313e-14	1.8328447090630438e-15
63	2.9685959058892013e-14	1.8324666085735811e-15
64	2.3817304356929863e-14	1.8321003351484509e-15
65	1.6302533547459603e-14	2.0149198766523106e-15
66	6.2267637982392975e-15	2.1976813405550461e-15
67	4.0283477888239288e-15	2.1972806120857790e-15
68	1.3181350083011657e-14	2.1968916805019429e-15
69	2.9103810929839335e-14	2.0134711964039789e-15
70	4.3556919147340794e-14	2.1961471838995356e-15
71	8.5635836448507228e-14	2.1957906781668517e-15
72	9.6050678671729193e-14	2.3783977575856752e-15
73	9.1645716979071912e-14	2.3780325763032633e-15
74	9.6936073441332419e-14	2.1947790213131867e-15
75	1.1630636952217119e-13	2.1944598023051168e-15
76	1.1555851350947545e-13	2.1941489906862425e-15
77	7.5504875401324649e-14	2.3766667801869744e-15
78	4.6978556904480790e-14	2.3763472364134251e-15
79	6.0680298604926496e-14	2.1932638049973433e-15
80	8.4978110923673959e-14	2.3757321333500245e-15
81	9.0632018982635806e-14	2.1927101366766726e-15
82	9.0803699070160151e-14	2.3751470581732029e-15
83	9.3350466709428613e-14	2.7402289640732471e-15
84	9.8636809754372080e-14	2.9225721408702837e-15
85	1.1670701444610931e-13	3.1048814484880410e-15
86	1.3513872062561690e-13	3.2871580692717626e-15
87	1.3147211865475746e-13	2.9216026367723881e-15
88	1.2598081102307262e-13	2.5561323975695897e-15
89	1.3308772703601687e-13	2.7384305974489068e-15
90	1.2832816008275209e-13	2.7381541980672566e-15
91	1.3196600289955184e-13	2.7378838775840633e-15
92	1.3140573300675159e-13	2.5551114751312810e-15
93	1.3139331304394709e-13	2.5548699758545265e-15
94	1.2371725665728816e-13	2.5546336182920862e-15
95	1.5709573775802082e-13	2.3719449371129741e-15
96	1.6109550928669481e-13	2.3717345648097764e-15
97	1.4356868887572259e-13	2.3715285328899536e-15
98	1.5942611870321776e-13	2.5537364552002845e-15
99	1.4700999575328475e-13	2.5535234994367074e-15
100	1.5064557352257067e-13	2.5533148054672999e-15
