-1.0102051443364402e-02	-1.0102051443364381e-02	-9.8989794855663560e-01	-9.8989794855663360e-01
-1.0010020050140178e-03	-1.0010020050140421e-03	-9.9899899799498604e-01	-9.9899899799501024e-01
-1.0001000200049459e-04	-1.0001000200050015e-04	-9.9989998999799945e-01	-9.9989998999805507e-01
-1.0000100002016676e-05	-1.0000100002000051e-05	-9.9998999989999793e-01	-9.9998999989833548e-01
-1.0000010000066339e-06	-1.0000010000020000e-06	-9.9999899999899999e-01	-9.9999899999436603e-01
-1.0000000999488279e-07	-1.0000001000000200e-07	-9.9999989999998995e-01	-9.9999990005118211e-01
-1.0000000105758744e-08	-1.0000000100000004e-08	-9.9999998999999984e-01	-9.9999998942412571e-01
-1.0000000272292198e-09	-1.0000000010000002e-09	-9.9999999899999992e-01	-9.9999997277078101e-01
-1.0000000827403710e-10	-1.0000000001000001e-10	-9.9999999989999999e-01	-9.9999991725963588e-01
-1.0000000827403710e-11	-1.0000000000099999e-11	-9.9999999999000000e-01	-9.9999991725963577e-01
-1.0000333894311098e-12	-1.0000000000010000e-12	-9.9999999999899991e-01	-9.9996661168370715e-01
-1.0003109451872660e-13	-1.0000000000001001e-13	-9.9999999999989997e-01	-9.9968915146958848e-01
-9.9920072216264089e-15	-1.0000000000000099e-14	-9.9999999999999001e-01	-1.0007999171934436e+00
-9.9920072216264089e-16	-1.0000000000000011e-15	-9.9999999999999900e-01	-1.0007999171934436e+00
-1.1102230246251565e-16	-1.0000000000000001e-16	-9.9999999999999989e-01	-9.0071992547409918e-01
0.0000000000000000e+00	-1.0000000000000001e-17	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-1.0000000000000001e-18	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-9.9999999999999998e-20	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-9.9999999999999995e-21	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-9.9999999999999991e-22	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-1.0000000000000000e-22	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-9.9999999999999996e-24	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-9.9999999999999992e-25	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-1.0000000000000000e-25	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-1.0000000000000000e-26	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-1.0000000000000000e-27	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-9.9999999999999997e-29	-1.0000000000000000e+00	-inf
0.0000000000000000e+00	-9.9999999999999994e-30	-1.0000000000000000e+00	-inf
